obj10001_jpg.rf.31f62569a72f28e69ff2e8fa9f4eddd1.jpg,75,74,249,288,1
obj10001_jpg.rf.2fa719ad0234d28fbbe827b0a0292e3c.jpg,128,75,342,249,1
obj10005_jpg.rf.3f0dd26a3c5a7d096252086eefc899a8.jpg,102,24,258,288,1
obj10003_jpg.rf.4297e1d353662325e72da0e266f74898.jpg,202,9,360,295,1
obj10004_jpg.rf.0af01ea14bc3f20d0bbff06bec799751.jpg,142,88,301,378,1
obj10005_jpg.rf.583955dd5c4b41fd8337e18b20319d7c.jpg,159,128,315,392,1
obj10006_jpg.rf.379d5104db48408028b9eb3748801d70.jpg,128,67,268,341,1
obj10005_jpg.rf.7705562319b54df94bb349eca15d0bd4.jpg,24,102,288,258,1
obj10003_jpg.rf.9de33122316d83e000dfae3446ae8def.jpg,121,56,407,214,1
obj10004_jpg.rf.bea5c94b8e28d71afd3a8f8aef4265c4.jpg,88,116,378,274,1
obj10006_jpg.rf.d138b375562dcd525078050784f01d83.jpg,76,127,350,268,1
obj10003_jpg.rf.d61f55bea10e99f3fc578a092fbd9973.jpg,56,9,214,295,1
obj10001_jpg.rf.f4839e8a6c59c7acc0835195c8bd0c2f.jpg,74,168,288,342,1
obj10004_jpg.rf.f8b10374efb9bba7d81fedce7a66358c.jpg,116,38,274,328,1
